time,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage
3.32,35.98,86458,1318.34,379.75,150.35,26,9.05,9.02,9.07
3.33,36.25,86427,1321.28,382.68,150.7,26,9.07,9.03,9.08
3.34,36.53,86417,1322.22,383.63,151.05,26,9.05,9.03,9.07
3.35,36.82,86409,1322.98,384.39,151.41,26,9.05,9.03,9.08
3.36,37.1,86394,1324.4,385.81,151.77,26,9.07,9.03,9.07
3.37,37.4,86386,1325.16,386.56,152.13,26,9.07,9.03,9.07
3.38,37.7,86369,1326.77,388.17,152.5,26,9.05,9.03,9.08
3.39,38,86335,1329.99,391.4,152.86,26,9.07,9.03,9.07
3.4,38.31,86323,1331.13,392.53,153.23,26,9.07,9.05,9.08
3.41,38.62,86301,1333.21,394.62,153.61,26,9.02,9.02,9.07
3.42,38.94,86301,1333.21,394.62,153.98,26,9.05,9.03,9.08
3.43,39.26,86281,1335.11,396.51,154.37,26,9.05,9.03,9.07
3.44,39.58,86277,1335.49,396.89,154.75,26,9.07,9.03,9.08
3.45,39.91,86270,1336.15,397.56,155.14,26,9.07,9.03,9.07
3.46,40.25,86256,1337.48,398.89,155.54,26,9.07,9.03,9.07
3.47,40.59,86245,1338.52,399.93,155.93,26,9.07,9.03,9.08
3.48,40.93,86235,1339.47,400.88,156.34,26,9.07,9.05,9.08
3.49,41.28,86221,1340.8,402.2,156.74,26,9.07,9.03,9.08
3.5,41.63,86205,1342.32,403.72,157.15,26,9.05,9.03,9.07
3.51,41.98,86190,1343.74,405.15,157.56,26,9.07,9.03,9.07
3.52,42.34,86183,1344.4,405.81,157.98,26,9.02,9.02,9.07
3.53,42.71,86183,1344.4,405.81,158.4,26,9.05,9.03,9.08
3.54,43.07,86164,1346.21,407.61,158.82,26,9.05,9.02,9.07
3.55,43.44,86148,1347.73,409.13,159.25,26,9.07,9.03,9.07
3.56,43.82,86131,1349.34,410.75,159.68,26,9.07,9.03,9.08
3.57,44.19,86120,1350.39,411.79,160.12,26,9.07,9.03,9.08
3.58,44.58,86103,1352,413.41,160.56,26,9.07,9.03,9.08
3.59,44.96,86088,1353.42,414.83,161,26,9.07,9.03,9.08
3.6,45.35,86089,1353.33,414.73,161.45,26,9.07,9.03,9.07
3.61,45.74,86075,1354.66,416.06,161.9,26,9.05,9.03,9.08
3.62,46.13,86063,1355.8,417.2,162.35,26,9.05,9.03,9.07
3.63,46.53,86062,1355.89,417.3,162.8,26,9.02,9.02,9.07
3.64,46.93,86062,1355.89,417.3,163.26,26,9.05,9.03,9.08
3.65,47.34,86040,1357.98,419.39,163.72,26,9.05,9.02,9.07
3.66,47.74,86012,1360.65,422.05,164.19,26,9.07,9.03,9.08
3.67,48.15,85987,1363.02,424.43,164.66,26,9.07,9.03,9.07
3.68,48.57,85961,1365.49,426.9,165.13,26,9.07,9.03,9.08
3.69,48.98,85943,1367.21,428.61,165.61,26,9.07,9.03,9.07
3.7,49.4,85910,1370.35,431.75,166.09,26,9.07,9.03,9.08
3.71,49.82,85876,1373.58,434.99,166.58,26,9.07,9.03,9.07
3.72,50.24,85845,1376.53,437.94,167.07,26,9.07,9.05,9.08
3.73,50.67,85822,1378.72,440.13,167.56,26,9.07,9.03,9.08
3.74,51.09,85800,1380.82,442.22,168.06,26,9.02,9.03,9.07
3.75,51.52,85800,1380.82,442.22,168.57,26,9.05,9.03,9.08
3.76,51.95,85783,1382.44,443.84,169.08,26,9.05,9.02,9.07
3.77,52.39,85773,1383.39,444.79,169.6,26,9.07,9.03,9.07
3.78,52.82,85751,1385.48,446.89,170.12,26,9.07,9.03,9.08
3.79,53.26,85742,1386.34,447.75,170.64,26,9.05,9.03,9.07
3.8,53.7,85722,1388.25,449.65,171.17,26,9.07,9.03,9.07
3.81,54.14,85709,1389.49,450.89,171.71,26,9.07,9.03,9.08
3.82,54.58,85695,1390.82,452.23,172.24,26,9.05,9.03,9.07
3.83,55.02,85694,1390.92,452.32,172.79,26,9.07,9.03,9.07
3.84,55.47,85674,1392.82,454.23,173.33,26,9.05,9.03,9.07
3.85,55.91,85666,1393.59,454.99,173.88,26,9.02,9.03,9.07
3.86,56.36,85666,1393.59,454.99,174.44,26,9.07,9.03,9.08
3.87,56.81,85653,1394.83,456.23,175.01,26,9.05,9.02,9.07
3.88,57.26,85630,1397.02,458.43,175.58,26,9.07,9.03,9.08
3.89,57.71,85613,1398.64,460.05,176.15,26,9.07,9.03,9.08
3.9,58.16,85602,1399.69,461.1,176.73,26,9.05,9.05,9.08
3.91,58.61,85596,1400.27,461.67,177.31,26,9.07,9.03,9.07
3.92,59.06,85583,1401.51,462.91,177.9,26,9.07,9.03,9.08
3.93,59.51,85566,1403.13,464.53,178.49,26,9.07,9.03,9.08
3.94,59.96,85556,1404.08,465.49,179.09,26,9.05,9.03,9.08
3.95,60.42,85543,1405.32,466.73,179.69,26,9.07,9.03,9.07
3.96,60.87,85524,1407.14,468.54,180.29,26,9.02,9.03,9.07
3.97,61.32,85524,1407.14,468.54,180.9,26,9.05,9.03,9.08
3.98,61.77,85501,1409.33,470.74,181.52,26,9.05,9.03,9.07
3.99,62.22,85473,1412.01,473.41,182.14,26,9.07,9.03,9.07
4,62.67,85457,1413.54,474.94,182.76,26,9.07,9.03,9.08
4.01,63.11,85434,1415.74,477.14,183.38,26,9.07,9.03,9.08
4.02,63.56,85421,1416.98,478.38,184.01,26,9.07,9.03,9.08
4.03,64,85402,1418.79,480.2,184.65,26,9.05,9.05,9.07
4.04,64.45,85380,1420.9,482.3,185.29,26,9.07,9.03,9.07
4.05,64.89,85360,1422.81,484.22,185.94,26,9.07,9.03,9.08
4.06,65.33,85330,1425.68,487.09,186.58,26,9.07,9.03,9.07
4.07,65.76,85308,1427.79,489.19,187.24,26,9.02,9.02,9.07
4.08,66.2,85308,1427.79,489.19,187.9,26,9.07,9.03,9.08
4.09,66.63,85287,1429.79,491.2,188.56,26,9.05,9.02,9.07
4.1,67.06,85243,1434.01,495.41,189.23,26,9.07,9.03,9.08
4.11,67.48,85232,1435.06,496.47,189.9,26,9.07,9.03,9.08
4.12,67.9,85209,1437.26,498.67,190.58,26,9.05,9.03,9.08
4.13,68.32,85181,1439.94,501.35,191.27,26,9.07,9.03,9.08
4.14,68.74,85153,1442.63,504.03,191.96,26,9.07,9.03,9.07
4.15,69.15,85131,1444.74,506.14,192.65,26,9.07,9.05,9.08
4.16,69.55,85106,1447.13,508.54,193.35,26,9.07,9.05,9.08
4.17,69.96,85096,1448.09,509.5,194.05,26,9.07,9.03,9.07
4.18,70.36,85080,1449.63,511.03,194.76,26,9.02,9.03,9.07
4.19,70.75,85080,1449.63,511.03,195.47,26,9.05,9.03,9.08
4.2,71.14,85054,1452.12,513.52,196.19,26,9.05,9.03,9.07
4.21,71.53,85002,1457.11,518.51,196.91,26,9.05,9.03,9.07
4.22,71.91,84963,1460.85,522.26,197.63,26,9.07,9.03,9.08
4.23,72.28,84941,1462.96,524.37,198.36,26,9.07,9.03,9.08
4.24,72.65,84926,1464.4,525.81,199.09,26,9.07,9.03,9.07
4.25,73.02,84917,1465.27,526.67,199.83,26,9.07,9.03,9.08
4.26,73.38,84899,1467,528.4,200.57,26,9.07,9.05,9.07
4.27,73.73,84883,1468.53,529.94,201.31,26,9.07,9.03,9.08
4.28,74.08,84861,1470.65,532.05,202.06,26,9.07,9.03,9.07
4.29,74.42,84831,1473.53,534.94,202.81,26,9.02,9.02,9.07
4.3,74.76,84831,1473.53,534.94,203.57,26,9.05,9.02,9.08
4.31,75.09,84818,1474.78,536.19,204.33,26,9.05,9.02,9.07
4.32,75.41,84794,1477.09,538.49,205.09,26,9.07,9.03,9.07
4.33,75.73,84786,1477.86,539.26,205.86,26,9.07,9.05,9.08
4.34,76.04,84774,1479.01,540.42,206.63,26,9.07,9.03,9.07
4.35,76.35,84748,1481.51,542.92,207.4,26,9.05,9.03,9.07
4.36,76.64,84734,1482.86,544.27,208.18,26,9.05,9.03,9.08
4.37,76.93,84719,1484.3,545.71,208.96,26,9.07,9.03,9.07
4.38,77.22,84697,1486.42,547.83,209.75,26,9.07,9.03,9.07
4.39,77.49,84675,1488.54,549.94,210.54,26,9.07,9.03,9.08
4.4,77.76,84655,1490.46,551.87,211.33,26,9.02,9.03,9.07
4.41,78.02,84655,1490.46,551.87,212.12,26,9.07,9.03,9.08
4.42,78.28,84615,1494.32,555.72,212.91,26,9.05,9.03,9.07
4.43,78.52,84573,1498.36,559.77,213.71,26,9.07,9.03,9.08
4.44,78.76,84548,1500.77,562.18,214.51,26,9.07,9.03,9.07
4.45,78.99,84524,1503.08,564.49,215.3,26,9.07,9.03,9.07
4.46,79.21,84496,1505.78,567.19,216.11,26,9.07,9.03,9.08
4.47,79.43,84464,1508.87,570.28,216.91,26,9.07,9.03,9.08
4.48,79.63,84447,1510.51,571.92,217.71,26,9.07,9.05,9.08
4.49,79.83,84415,1513.6,575,218.52,26,9.05,9.03,9.07
4.5,80.01,84393,1515.72,577.13,219.33,26,9.07,9.05,9.08
4.51,80.19,84379,1517.07,578.48,220.14,26,9.02,9.02,9.07
4.52,80.36,84379,1517.07,578.48,220.95,26,9.05,9.02,9.08
4.53,80.52,84357,1519.2,580.6,221.76,26,9.05,9.02,9.07
4.54,80.67,84318,1522.96,584.37,222.57,26,9.05,9.03,9.07
4.55,80.81,84291,1525.57,586.98,223.39,26,9.05,9.03,9.08
4.56,80.94,84268,1527.79,589.2,224.21,26,9.07,9.03,9.08
4.57,81.06,84240,1530.5,591.91,225.03,26,9.05,9.03,9.07
4.58,81.17,84215,1532.92,594.32,225.85,26,9.07,9.03,9.07
4.59,81.27,84201,1534.27,595.68,226.68,26,9.07,9.03,9.08
4.6,81.36,84174,1536.88,598.29,227.5,26,9.07,9.03,9.08
4.61,81.44,84152,1539.01,600.42,228.33,26,9.05,9.03,9.07
4.62,81.51,84137,1540.46,601.87,229.16,26,9.02,9.03,9.07
4.63,81.56,84137,1540.46,601.87,229.99,26,9.05,9.03,9.08
4.64,81.61,84102,1543.85,605.26,230.83,26,9.05,9.02,9.07
4.65,81.65,84073,1546.66,608.06,231.66,26,9.07,9.03,9.08
4.66,81.67,84039,1549.95,611.36,232.5,26,9.07,9.03,9.08
4.67,81.68,84032,1550.63,612.03,233.34,26,9.07,9.03,9.08
4.68,81.69,84016,1552.18,613.58,234.18,26,9.05,9.03,9.07
4.69,81.68,83996,1554.12,615.52,235.02,26,9.07,9.03,9.08
4.7,81.65,83985,1555.18,616.59,235.86,26,9.07,9.03,9.08
4.71,81.62,83958,1557.8,619.2,236.7,26,9.07,9.03,9.07
4.72,81.58,83938,1559.74,621.14,237.54,26,9.07,9.03,9.07
4.73,81.52,83913,1562.16,623.57,238.38,26,9.02,9.03,9.07
4.74,81.45,83913,1562.16,623.57,239.22,26,9.05,9.03,9.08
4.75,81.37,83897,1563.71,625.12,240.06,26,9.05,9.02,9.07
4.76,81.28,83851,1568.18,629.58,240.89,26,9.07,9.05,9.08
4.77,81.18,83830,1570.21,631.62,241.73,26,9.05,9.03,9.08
4.78,81.06,83810,1572.15,633.56,242.57,26,9.07,9.03,9.08
4.79,80.94,83786,1574.48,635.89,243.41,26,9.05,9.03,9.08
4.8,80.8,83766,1576.43,637.83,244.24,26,9.07,9.03,9.07
4.81,80.65,83739,1579.05,640.45,245.08,26,9.07,9.03,9.08
4.82,80.49,83720,1580.89,642.3,245.91,26,9.07,9.03,9.08
4.83,80.31,83692,1583.62,645.02,246.74,26,9.05,9.03,9.07
4.84,80.13,83677,1585.07,646.48,247.56,26,9.02,9.03,9.07
4.85,79.93,83677,1585.07,646.48,248.39,26,9.05,9.03,9.08
4.86,79.72,83649,1587.79,649.2,249.21,26,9.05,9.02,9.07
4.87,79.5,83617,1590.91,652.31,250.03,26,9.07,9.03,9.07
4.88,79.27,83585,1594.02,655.42,250.84,26,9.07,9.03,9.07
4.89,79.03,83564,1596.06,657.47,251.66,26,9.07,9.03,9.08
4.9,78.77,83552,1597.23,658.63,252.47,26,9.07,9.05,9.07
4.91,78.51,83519,1600.44,661.85,253.28,26,9.07,9.03,9.08
4.92,78.23,83492,1603.07,664.48,254.08,26,9.07,9.03,9.07
4.93,77.95,83467,1605.5,666.91,254.88,26,9.07,9.03,9.08
4.94,77.65,83442,1607.94,669.35,255.67,26,9.07,9.03,9.07
4.95,77.34,83399,1612.13,673.53,256.47,26,9.02,9.02,9.07
4.96,77.02,83399,1612.13,673.53,257.25,26,9.05,9.03,9.08
4.97,76.69,83379,1614.08,675.48,258.03,26,9.05,9.02,9.05
4.98,76.35,83335,1618.37,679.77,258.81,26,9.07,9.03,9.07
4.99,76,83310,1620.81,682.21,259.58,26,9.05,9.03,9.08
5,75.64,83283,1623.44,684.85,260.35,26,9.07,9.03,9.07
5.01,75.26,83272,1624.51,685.92,261.12,26,9.07,9.05,9.07
5.02,74.88,83250,1626.66,688.07,261.88,26,9.05,9.03,9.08
5.03,74.49,83235,1628.12,689.53,262.64,26,9.07,9.03,9.08
5.04,74.08,83202,1631.35,692.75,263.39,26,9.07,9.03,9.07
5.05,73.67,83163,1635.16,696.56,264.14,26,9.07,9.03,9.08
5.06,73.25,83144,1637.01,698.42,264.89,26,9.02,9.03,9.07
5.07,72.81,83144,1637.01,698.42,265.63,26,9.07,9.02,9.08
5.08,72.37,83105,1640.82,702.23,266.37,26,9.05,9.02,9.07
5.09,71.92,83067,1644.54,705.94,267.1,26,9.07,9.03,9.08
5.1,71.45,83058,1645.42,706.82,267.83,26,9.07,9.03,9.07
5.11,70.98,83032,1647.96,709.37,268.56,26,9.07,9.03,9.07
5.12,70.5,83003,1650.8,712.2,269.29,26,9.07,9.03,9.08
5.13,70,82981,1652.95,714.35,270.01,26,9.07,9.03,9.07
5.14,69.5,82957,1655.3,716.7,270.73,26,9.07,9.03,9.07
5.15,68.99,82928,1658.14,719.54,271.44,26,9.07,9.03,9.07
5.16,68.47,82896,1661.27,722.68,272.15,26,9.07,9.05,9.08
5.17,67.94,82852,1665.58,726.99,272.85,26,9.02,9.03,9.07
5.18,67.39,82852,1665.58,726.99,273.55,26,9.05,9.03,9.08
5.19,66.84,82828,1667.93,729.34,274.24,26,9.05,9.03,9.07
5.2,66.28,82773,1673.32,734.73,274.93,26,9.07,9.03,9.07
5.21,65.71,82758,1674.79,736.2,275.61,26,9.07,9.03,9.08
5.22,65.14,82741,1676.46,737.87,276.29,26,9.07,9.03,9.08
5.23,64.55,82721,1678.42,739.83,276.97,26,9.05,9.03,9.07
5.24,63.95,82697,1680.78,742.18,277.63,26,9.05,9.05,9.08
5.25,63.35,82655,1684.9,746.31,278.29,26,9.05,9.03,9.08
5.26,62.73,82633,1687.06,748.47,278.95,26,9.05,9.03,9.07
5.27,62.11,82599,1690.4,751.8,279.59,26,9.07,9.03,9.07
5.28,61.48,82565,1693.74,755.14,280.23,26,9.02,9.03,9.07
5.29,60.84,82565,1693.74,755.14,280.87,26,9.05,9.03,9.08
5.3,60.19,82528,1697.38,758.78,281.49,26,9.05,9.02,9.07
5.31,59.53,82467,1703.37,764.78,282.11,26,9.07,9.03,9.07
5.32,58.87,82428,1707.21,768.61,282.72,26,9.07,9.03,9.08
5.33,58.2,82378,1712.13,773.53,283.33,26,9.07,9.03,9.08
5.34,57.52,82331,1716.76,778.16,283.92,26,9.07,9.03,9.08
5.35,56.83,82295,1720.3,781.71,284.51,26,9.05,9.03,9.08
5.36,56.14,82266,1723.16,784.57,285.09,26,9.07,9.03,9.07
5.37,55.44,82220,1727.69,789.1,285.67,26,9.07,9.03,9.07
5.38,54.73,82178,1731.84,793.24,286.24,26,9.07,9.03,9.07
5.39,54.02,82149,1734.7,796.1,286.8,26,9.02,9.02,9.07
5.4,53.31,82149,1734.7,796.1,287.35,26,9.05,9.03,9.08
5.41,52.58,82098,1739.73,801.13,287.9,26,9.05,9.03,9.07
5.42,51.85,82033,1746.15,807.55,288.44,26,9.07,9.03,9.08
5.43,51.12,81966,1752.77,814.17,288.97,26,9.07,9.03,9.08
5.44,50.38,81925,1756.82,818.22,289.49,26,9.07,9.03,9.07
5.45,49.64,81875,1761.76,823.17,290.01,26,9.07,9.03,9.08
5.46,48.89,81842,1765.03,826.43,290.51,26,9.07,9.03,9.08
5.47,48.14,81799,1769.29,830.69,291.01,26,9.07,9.03,9.08
5.48,47.39,81759,1773.25,834.65,291.49,26,9.05,9.03,9.08
5.49,46.63,81715,1777.6,839.01,291.97,26,9.07,9.03,9.08
5.5,45.87,81678,1781.27,842.68,292.44,26,9.02,9.02,9.07
5.51,45.11,81678,1781.27,842.68,292.9,26,9.05,9.03,9.08
5.52,44.34,81632,1785.83,847.24,293.35,26,9.05,9.03,9.07
5.53,43.58,81567,1792.28,853.68,293.79,26,9.05,9.03,9.07
5.54,42.81,81525,1796.45,857.85,294.22,26,9.07,9.03,9.07
5.55,42.04,81495,1799.43,860.83,294.64,26,9.07,9.05,9.08
5.56,41.27,81460,1802.9,864.31,295.05,26,9.07,9.03,9.07
5.57,40.5,81440,1804.89,866.29,295.46,26,9.07,9.03,9.07
5.58,39.73,81414,1807.47,868.88,295.86,26,9.05,9.03,9.07
5.59,38.95,81392,1809.66,871.06,296.25,26,9.07,9.03,9.08
5.6,38.18,81374,1811.45,872.85,296.63,26,9.05,9.03,9.07
5.61,37.41,81347,1814.13,875.54,297,26,9.02,9.02,9.05
5.62,36.64,81347,1814.13,875.54,297.37,26,9.05,9.03,9.08
5.63,35.87,81320,1816.82,878.22,297.73,26,9.05,9.03,9.05
5.64,35.1,81270,1821.79,883.2,298.08,26,9.05,9.03,9.07
5.65,34.34,81254,1823.38,884.79,298.43,26,9.05,9.03,9.08
5.66,33.57,81219,1826.87,888.27,298.77,26,9.07,9.03,9.07
5.67,32.81,81182,1830.55,891.96,299.1,26,9.07,9.03,9.08
5.68,32.04,81153,1833.44,894.85,299.42,26,9.05,9.03,9.07
5.69,31.28,81119,1836.83,898.24,299.74,26,9.07,9.03,9.08
5.7,30.52,81091,1839.62,901.03,300.05,26,9.05,9.03,9.08
5.71,29.77,81045,1844.21,905.61,300.35,26,9.05,9.03,9.08
5.72,29.02,80990,1849.7,911.1,300.65,26,9.02,9.03,9.07
5.73,28.27,80990,1849.7,911.1,300.94,26,9.07,9.03,9.08
5.74,27.52,80928,1855.89,917.29,301.22,26,9.05,9.03,9.07
5.75,26.77,80840,1864.68,926.08,301.5,26,9.07,9.03,9.07
5.76,26.03,80802,1868.48,929.88,301.76,26,9.05,9.03,9.07
5.77,25.3,80760,1872.68,934.08,302.02,26,9.07,9.03,9.07
5.78,24.56,80727,1875.98,937.38,302.27,26,9.07,9.03,9.07
5.79,23.83,80701,1878.58,939.99,302.52,26,9.07,9.03,9.07
5.8,23.11,80653,1883.39,944.79,302.75,26,9.07,9.03,9.07
5.81,22.38,80619,1886.79,948.2,302.98,26,9.07,9.03,9.08
5.82,21.67,80595,1889.19,950.6,303.2,26,9.07,9.03,9.07
5.83,20.95,80558,1892.9,954.31,303.41,26,9.02,9.02,9.07
5.84,20.24,80558,1892.9,954.31,303.62,26,9.05,9.03,9.08
5.85,19.54,80499,1898.82,960.22,303.81,26,9.05,9.02,9.07
5.86,18.84,80421,1906.64,968.05,304,26,9.07,9.03,9.08
5.87,18.14,80373,1911.46,972.87,304.18,26,9.07,9.03,9.07
5.88,17.45,80334,1915.38,976.78,304.36,26,9.05,9.03,9.07
5.89,16.77,80293,1919.5,980.9,304.52,26,9.07,9.03,9.08
5.9,16.09,80257,1923.12,984.52,304.68,26,9.07,9.03,9.08
5.91,15.41,80244,1924.42,985.83,304.83,26,9.05,9.03,9.08
5.92,14.74,80213,1927.54,988.95,304.98,26,9.07,9.03,9.07
5.93,14.08,80189,1929.96,991.36,305.11,26,9.07,9.03,9.07
5.94,13.42,80165,1932.37,993.78,305.24,26,9.02,9.02,9.07
5.95,12.77,80165,1932.37,993.78,305.37,26,9.05,9.02,9.08
5.96,12.13,80140,1934.89,996.29,305.48,26,9.05,9.02,9.07
5.97,11.49,80090,1939.92,1001.33,305.6,26,9.07,9.03,9.07
5.98,10.86,80050,1943.95,1005.36,305.7,26,9.07,9.03,9.08
5.99,10.23,80029,1946.07,1007.47,305.8,26,9.07,9.03,9.08
6,9.62,80021,1946.87,1008.28,305.89,26,9.07,9.03,9.07
6.01,9,79964,1952.62,1014.02,305.97,26,9.07,9.03,9.08
6.02,8.4,79928,1956.25,1017.65,306.05,26,9.07,9.03,9.07
6.03,7.8,79895,1959.58,1020.98,306.12,26,9.07,9.03,9.07
6.04,7.21,79879,1961.19,1022.6,306.19,26,9.07,9.03,9.07
6.05,6.63,79832,1965.94,1027.34,306.24,26,9.02,9.02,9.07
6.06,6.06,79832,1965.94,1027.34,306.3,26,9.05,9.03,9.08
6.07,5.49,79759,1973.31,1034.72,306.34,26,9.05,9.03,9.05
6.08,4.93,79706,1978.67,1040.07,306.38,26,9.07,9.03,9.08
6.09,4.38,79696,1979.68,1041.08,306.41,26,9.07,9.03,9.08
6.1,3.84,79673,1982,1043.41,306.44,26,9.07,9.03,9.08
6.11,3.31,79626,1986.76,1048.16,306.46,26,9.05,9.03,9.08
6.12,2.78,79571,1992.32,1053.73,306.48,26,9.07,9.03,9.07
6.13,2.27,79523,1997.18,1058.59,306.49,26,9.07,9.03,9.08
6.14,1.76,79466,2002.96,1064.37,306.5,26,9.07,9.03,9.08
6.15,1.26,79436,2006,1067.41,306.5,26,9.07,9.03,9.07
6.16,0.77,79399,2009.75,1071.16,306.49,26,9.02,9.03,9.07
6.17,0.28,79399,2009.75,1071.16,306.49,26,9.05,9.02,9.08
6.18,-0.19,79371,2012.59,1074,306.47,26,9.05,9.02,9.07
6.19,-0.65,79319,2017.87,1079.27,306.45,26,9.05,9.03,9.08
6.2,-1.11,79305,2019.29,1080.7,306.43,26,9.07,9.03,9.08
6.21,-1.55,79264,2023.45,1084.86,306.41,26,9.07,9.03,9.07
6.22,-1.99,79243,2025.59,1086.99,306.38,26,9.07,9.03,9.08
6.23,-2.42,79198,2030.16,1091.56,306.35,26,9.05,9.03,9.07
6.24,-2.84,79161,2033.92,1095.32,306.31,26,9.07,9.03,9.07
6.25,-3.25,79129,2037.17,1098.58,306.27,26,9.07,9.03,9.07
6.26,-3.65,79110,2039.1,1100.51,306.22,26,9.07,9.05,9.08
6.27,-4.04,79084,2041.75,1103.15,306.16,26,9.02,9.02,9.07
6.28,-4.42,79084,2041.75,1103.15,306.11,26,9.05,9.03,9.08
6.29,-4.79,79062,2043.99,1105.39,306.05,26,9.05,9.03,9.07
6.3,-5.15,78981,2052.23,1113.64,305.99,26,9.07,9.03,9.08
6.31,-5.51,78955,2054.88,1116.29,305.92,26,9.07,9.03,9.08
6.32,-5.85,78940,2056.41,1117.82,305.85,26,9.07,9.03,9.07
6.33,-6.19,78911,2059.37,1120.77,305.78,26,9.07,9.03,9.08
6.34,-6.51,78872,2063.34,1124.75,305.71,26,9.07,9.03,9.07
6.35,-6.83,78837,2066.91,1128.32,305.63,26,9.07,9.03,9.08
6.36,-7.14,78790,2071.71,1133.11,305.55,26,9.07,9.03,9.07
6.37,-7.44,78762,2074.56,1135.97,305.46,26,9.07,9.03,9.08
6.38,-7.73,78727,2078.14,1139.54,305.37,26,9.02,9.03,9.07
6.39,-8.01,78727,2078.14,1139.54,305.28,26,9.07,9.03,9.08
6.4,-8.28,78729,2077.93,1139.34,305.18,26,9.05,9.03,9.07
6.41,-8.54,78709,2079.98,1141.38,305.08,26,9.07,9.03,9.08
6.42,-8.8,78693,2081.61,1143.01,304.98,26,9.05,9.03,9.07
6.43,-9.04,78678,2083.14,1144.55,304.88,26,9.07,9.03,9.07
6.44,-9.27,78650,2086,1147.41,304.77,26,9.07,9.03,9.08
6.45,-9.5,78638,2087.23,1148.63,304.67,26,9.07,9.03,9.08
6.46,-9.72,78632,2087.84,1149.25,304.56,26,9.07,9.03,9.07
6.47,-9.93,78615,2089.58,1150.99,304.45,26,9.07,9.03,9.07
6.48,-10.13,78572,2093.98,1155.38,304.33,26,9.07,9.03,9.07
6.49,-10.32,78542,2097.05,1158.45,304.22,26,9.02,9.02,9.07
6.5,-10.5,78542,2097.05,1158.45,304.1,26,9.05,9.02,9.08
6.51,-10.67,78528,2098.48,1159.88,303.98,26,9.05,9.02,9.07
6.52,-10.84,78496,2101.75,1163.16,303.86,26,9.07,9.05,9.07
6.53,-11,78479,2103.49,1164.9,303.73,26,9.07,9.03,9.08
6.54,-11.14,78451,2106.36,1167.77,303.61,26,9.07,9.03,9.07
6.55,-11.28,78425,2109.02,1170.43,303.48,26,9.07,9.03,9.08
6.56,-11.41,78364,2115.27,1176.68,303.35,26,9.07,9.03,9.08
6.57,-11.54,78304,2121.43,1182.83,303.23,26,9.05,9.03,9.08
6.58,-11.65,78251,2126.86,1188.27,303.1,26,9.05,9.03,9.07
6.59,-11.76,78217,2130.35,1191.76,302.97,26,9.05,9.03,9.07
6.6,-11.86,78181,2134.05,1195.45,302.84,26,9.02,9.02,9.07
6.61,-11.95,78181,2134.05,1195.45,302.7,26,9.05,9.03,9.08
6.62,-12.03,78117,2140.62,1202.03,302.57,26,9.05,9.02,9.07
6.63,-12.11,78040,2148.54,1209.94,302.44,26,9.05,9.03,9.07
6.64,-12.18,77990,2153.68,1215.09,302.3,26,9.07,9.03,9.07
6.65,-12.24,77958,2156.97,1218.38,302.17,26,9.05,9.03,9.08
6.66,-12.29,77924,2160.48,1221.88,302.03,26,9.07,9.05,9.08
6.67,-12.34,77887,2164.29,1225.69,301.9,26,9.05,9.03,9.08
6.68,-12.37,77852,2167.89,1229.3,301.76,26,9.05,9.03,9.07
6.69,-12.41,77821,2171.09,1232.49,301.63,26,9.07,9.03,9.08
6.7,-12.43,77791,2174.18,1235.58,301.49,26,9.07,9.03,9.07
6.71,-12.45,77771,2176.24,1237.65,301.35,26,9.02,9.02,9.07
6.72,-12.46,77771,2176.24,1237.65,301.21,26,9.05,9.02,9.08
6.73,-12.47,77736,2179.85,1241.26,301.08,26,9.05,9.02,9.07
6.74,-12.47,77696,2183.98,1245.38,300.94,26,9.07,9.03,9.08
6.75,-12.46,77674,2186.25,1247.66,300.81,26,9.05,9.03,9.07
6.76,-12.45,77653,2188.42,1249.82,300.67,26,9.05,9.03,9.07
6.77,-12.43,77629,2190.9,1252.3,300.54,26,9.07,9.03,9.08
6.78,-12.4,77596,2194.31,1255.71,300.4,26,9.07,9.03,9.08
6.79,-12.37,77574,2196.58,1257.98,300.27,26,9.07,9.03,9.08
6.8,-12.34,77547,2199.37,1260.77,300.14,26,9.07,9.03,9.08
6.81,-12.3,77529,2201.23,1262.64,300.01,26,9.07,9.03,9.08
6.82,-12.25,77523,2201.85,1263.26,299.88,26,9.02,9.02,9.07
6.83,-12.2,77523,2201.85,1263.26,299.75,26,9.05,9.03,9.08
6.84,-12.14,77504,2203.82,1265.22,299.62,26,9.05,9.03,9.07
6.85,-12.08,77468,2207.54,1268.94,299.49,26,9.05,9.03,9.07
6.86,-12.02,77468,2207.54,1268.94,299.36,26,9.07,9.05,9.08
6.87,-11.95,77460,2208.37,1269.77,299.24,26,9.07,9.03,9.07
6.88,-11.87,77440,2210.44,1271.84,299.11,26,9.07,9.05,9.08
6.89,-11.8,77417,2212.82,1274.22,298.99,26,9.07,9.03,9.08
6.9,-11.71,77402,2214.37,1275.77,298.86,26,9.07,9.03,9.07
6.91,-11.63,77385,2216.13,1277.53,298.74,26,9.07,9.03,9.08
6.92,-11.54,77377,2216.96,1278.36,298.62,26,9.07,9.03,9.07
6.93,-11.45,77369,2217.79,1279.19,298.5,26,9.02,9.03,9.07
6.94,-11.35,77369,2217.79,1279.19,298.38,26,9.07,9.03,9.08
