altitude,speed,acceleration,time
5437.58,38.11,-9.79,27.14
5438.16,38.01,-9.79,27.15
5438.3,37.92,-9.79,27.16
5438.3,37.82,-9.78,27.17
5438.3,37.72,-9.78,27.18
5439.03,37.62,-9.77,27.19
5438.88,37.52,-9.77,27.2
5440.34,37.43,-9.76,27.21
5439.9,37.33,-9.76,27.22
5440.19,37.23,-9.75,27.23
5441.06,37.13,-9.75,27.24
5441.94,37.04,-9.75,27.25
5441.5,36.94,-9.74,27.26
5442.08,36.84,-9.74,27.27
5442.52,36.74,-9.73,27.28
5442.52,36.65,-9.73,27.29
5443.39,36.55,-9.72,27.3
5442.66,36.45,-9.72,27.31
5444.7,36.35,-9.71,27.32
5444.84,36.25,-9.71,27.33
5443.83,36.16,-9.7,27.34
5444.12,36.06,-9.7,27.35
5445.28,35.96,-9.69,27.36
5445.57,35.87,-9.69,27.37
5446.01,35.77,-9.68,27.38
5447.17,35.67,-9.67,27.39
5447.17,35.58,-9.67,27.4
5446.73,35.48,-9.66,27.41
5448.33,35.38,-9.66,27.42
5448.04,35.29,-9.65,27.43
5448.62,35.19,-9.65,27.44
5448.92,35.09,-9.64,27.45
5448.92,35,-9.64,27.46
5449.06,34.9,-9.63,27.47
5449.64,34.8,-9.63,27.48
5450.08,34.71,-9.62,27.49
5450.52,34.61,-9.61,27.5
5450.52,34.52,-9.61,27.51
5450.66,34.42,-9.6,27.52
5451.53,34.32,-9.6,27.53
5451.53,34.23,-9.59,27.54
5451.97,34.13,-9.59,27.55
5451.83,34.04,-9.58,27.56
5452.55,33.94,-9.58,27.57
5453.13,33.85,-9.57,27.58
5453.28,33.75,-9.56,27.59
5453.43,33.66,-9.56,27.6
5453.72,33.56,-9.55,27.61
5453.72,33.46,-9.55,27.62
5454.01,33.37,-9.54,27.63
5455.32,33.27,-9.54,27.64
5455.75,33.18,-9.53,27.65
5456.34,33.08,-9.53,27.66
5456.05,32.99,-9.52,27.67
5456.77,32.89,-9.52,27.68
5456.63,32.8,-9.51,27.69
5456.77,32.7,-9.51,27.7
5457.36,32.61,-9.5,27.71
5457.5,32.51,-9.49,27.72
5457.5,32.42,-9.49,27.73
5458.38,32.32,-9.48,27.74
5458.81,32.22,-9.48,27.75
5459.69,32.13,-9.48,27.76
5458.81,32.04,-9.47,27.77
5460.12,31.94,-9.47,27.78
5460.12,31.85,-9.46,27.79
5460.41,31.75,-9.46,27.8
5459.69,31.66,-9.45,27.81
5461.73,31.56,-9.45,27.82
5461.29,31.47,-9.44,27.83
5461.29,31.38,-9.44,27.84
5461.43,31.28,-9.43,27.85
5462.31,31.19,-9.43,27.86
5463.18,31.09,-9.43,27.87
5463.04,31,-9.42,27.88
5462.74,30.91,-9.42,27.89
5463.62,30.81,-9.41,27.9
5464.2,30.72,-9.41,27.91
5464.06,30.62,-9.41,27.92
5464.93,30.53,-9.4,27.93
5464.93,30.44,-9.4,27.94
5464.93,30.34,-9.4,27.95
5464.49,30.25,-9.39,27.96
5465.66,30.15,-9.39,27.97
5465.95,30.06,-9.39,27.98
5465.51,29.97,-9.38,27.99
5466.82,29.87,-9.38,28
5467.41,29.78,-9.38,28.01
5467.55,29.69,-9.38,28.02
5467.99,29.59,-9.37,28.03
5467.99,29.5,-9.37,28.04
5467.99,29.41,-9.37,28.05
5467.99,29.31,-9.37,28.06
5467.99,29.22,-9.36,28.07
5468.57,29.13,-9.36,28.08
5468.87,29.03,-9.36,28.09
5470.03,28.94,-9.36,28.1
5469.89,28.84,-9.36,28.11
5470.32,28.75,-9.35,28.12
5470.03,28.66,-9.35,28.13
5470.91,28.56,-9.35,28.14
5470.47,28.47,-9.35,28.15
5470.91,28.38,-9.35,28.16
5470.91,28.28,-9.35,28.17
5471.78,28.19,-9.35,28.18
5471.93,28.1,-9.35,28.19
5471.93,28,-9.34,28.2
5471.93,27.91,-9.34,28.21
5472.95,27.82,-9.34,28.22
5472.95,27.72,-9.34,28.23
5473.39,27.63,-9.34,28.24
5474.12,27.54,-9.34,28.25
5474.26,27.44,-9.34,28.26
5474.41,27.35,-9.34,28.27
5474.41,27.26,-9.34,28.28
5473.82,27.17,-9.34,28.29
5474.99,27.07,-9.35,28.3
5474.84,26.98,-9.35,28.31
5476.01,26.89,-9.35,28.32
5475.87,26.79,-9.35,28.33
5476.89,26.7,-9.35,28.34
5476.16,26.61,-9.35,28.35
5476.74,26.51,-9.35,28.36
5476.3,26.42,-9.35,28.37
5476.89,26.33,-9.36,28.38
5476.89,26.23,-9.36,28.39
5476.89,26.14,-9.36,28.4
5477.32,26.05,-9.36,28.41
5477.62,25.95,-9.37,28.42
5478.35,25.86,-9.37,28.43
5478.35,25.77,-9.37,28.44
5479.22,25.67,-9.38,28.45
5479.08,25.58,-9.38,28.46
5479.22,25.49,-9.38,28.47
5479.66,25.39,-9.39,28.48
5480.1,25.3,-9.39,28.49
5480.1,25.21,-9.39,28.5
5478.93,25.11,-9.4,28.51
5480.97,25.02,-9.4,28.52
5480.39,24.93,-9.41,28.53
5481.12,24.83,-9.42,28.54
5481.27,24.74,-9.42,28.55
5481.56,24.64,-9.43,28.56
5482.43,24.55,-9.44,28.57
5482.14,24.46,-9.45,28.58
5481.85,24.36,-9.46,28.59
5483.31,24.27,-9.48,28.6
5483.31,24.17,-9.49,28.61
5483.02,24.08,-9.52,28.62
5483.46,23.98,-9.54,28.63
5483.6,23.89,-9.57,28.64
5484.33,23.8,-9.6,28.65
5484.92,23.7,-9.64,28.66
5484.92,23.61,-9.69,28.67
5484.48,23.51,-9.74,28.68
5485.5,23.42,-9.79,28.69
5485.65,23.32,-9.86,28.7
5485.21,23.23,-9.93,28.71
5485.21,23.13,-10.01,28.72
5485.35,23.04,-10.09,28.73
5485.94,22.94,-10.17,28.74
5485.79,22.85,-10.27,28.75
5486.52,22.75,-10.37,28.76
5487.4,22.66,-10.48,28.77
5486.52,22.56,-10.59,28.78
5486.67,22.47,-10.72,28.79
5486.52,22.37,-10.85,28.8
5487.4,22.27,-10.98,28.81
5487.98,22.18,-11.13,28.82
5487.98,22.08,-11.28,28.83
5488.86,21.99,-11.44,28.84
5487.69,21.89,-11.6,28.85
5488.71,21.79,-11.77,28.86
5488.71,21.7,-11.95,28.87
5489.3,21.6,-12.14,28.88
5489.74,21.51,-12.33,28.89
5490.17,21.41,-12.52,28.9
5489.44,21.31,-12.72,28.91
5489.59,21.22,-12.93,28.92
5490.76,21.12,-13.14,28.93
5490.76,21.02,-13.35,28.94
5490.17,20.93,-13.57,28.95
5491.2,20.83,-13.79,28.96
5491.05,20.73,-14.01,28.97
5491.34,20.63,-14.23,28.98
5491.64,20.53,-14.46,28.99
5491.49,20.44,-14.68,29
5492.07,20.33,-14.91,29.01
5492.66,20.19,-15.13,29.02
5492.37,20.05,-15.36,29.03
5492.22,19.91,-15.58,29.04
5492.22,19.76,-15.8,29.05
5492.66,19.62,-16.02,29.06
5492.81,19.47,-16.24,29.07
5493.39,19.31,-16.45,29.08
5493.68,19.16,-16.66,29.09
5492.95,19,-16.86,29.1
5494.56,18.84,-17.06,29.11
5494.41,18.33,-17.25,29.12
5494.41,18.08,-17.44,29.13
5494.85,17.82,-17.63,29.14
5494.71,17.56,-17.8,29.15
5494.71,17.29,-17.97,29.16
5495.14,17.01,-18.14,29.17
5495,16.72,-18.3,29.18
5495.44,16.42,-18.45,29.19
5495.73,16.12,-18.59,29.2
5495.58,15.8,-18.73,29.21
5495.73,16.1,-18.86,29.22
5496.61,15.91,-18.98,29.23
5495.73,15.72,-19.1,29.24
5496.61,15.52,-19.21,29.25
5497.34,15.32,-19.31,29.26
5497.34,15.12,-19.4,29.27
5496.9,14.92,-19.49,29.28
5497.34,14.72,-19.57,29.29
5496.75,14.51,-19.65,29.3
5496.9,14.3,-19.72,29.31
5497.48,14.17,-19.79,29.32
5497.92,13.98,-19.84,29.33
5498.95,13.78,-19.9,29.34
5498.8,13.59,-19.95,29.35
5498.51,13.39,-19.99,29.36
5498.21,13.19,-20.03,29.37
5498.21,12.99,-20.06,29.38
5499.24,12.79,-20.09,29.39
5499.68,12.59,-20.12,29.4
5499.53,12.39,-20.14,29.41
5499.68,12.19,-20.16,29.42
5499.38,11.99,-20.18,29.43
5500.12,11.79,-20.19,29.44
5499.68,11.59,-20.2,29.45
5500.7,11.38,-20.21,29.46
5500.41,11.18,-20.21,29.47
5501.43,10.97,-20.21,29.48
5501.43,10.77,-20.21,29.49
5500.56,10.56,-20.21,29.5
5500.85,10.36,-20.2,29.51
5501.58,10.15,-20.19,29.52
5500.85,9.94,-20.18,29.53
5502.16,9.73,-20.17,29.54
5501.58,9.52,-20.15,29.55
5502.02,9.31,-20.14,29.56
5501.14,9.11,-20.12,29.57
5502.75,8.9,-20.09,29.58
5503.04,8.69,-20.07,29.59
5503.04,8.48,-20.04,29.6
5502.16,8.28,-20.01,29.61
5502.75,8.06,-19.98,29.62
5502.6,7.85,-19.94,29.63
5503.19,7.65,-19.9,29.64
5503.63,7.44,-19.86,29.65
5504.21,7.23,-19.82,29.66
5503.77,7.03,-19.77,29.67
5503.92,6.82,-19.72,29.68
5504.21,6.61,-19.66,29.69
5503.92,6.41,-19.6,29.7
5503.92,6.2,-19.53,29.71
5504.07,6,-19.45,29.72
5503.92,5.79,-19.37,29.73
5504.51,5.59,-19.29,29.74
5504.65,5.39,-19.19,29.75
5504.8,5.19,-19.1,29.76
5504.94,4.99,-19,29.77
5504.8,4.79,-18.89,29.78
5504.21,4.59,-18.78,29.79
5506.26,4.4,-18.66,29.8
5506.12,4.2,-18.54,29.81
5506.12,4.01,-18.41,29.82
5504.94,3.81,-18.27,29.83
5506.12,3.62,-18.13,29.84
5505.68,3.43,-17.99,29.85
5506.55,3.25,-17.84,29.86
5506.26,3.06,-17.68,29.87
5506.55,2.88,-17.52,29.88
5506.41,2.69,-17.36,29.89
5506.41,2.51,-17.19,29.9
5506.7,2.33,-17.01,29.91
5506.7,2.14,-16.83,29.92
5506.7,1.96,-16.64,29.93
5507.14,1.79,-16.45,29.94
5507.43,1.62,-16.25,29.95
5507.14,1.44,-16.05,29.96
5508.17,1.27,-15.85,29.97
5507.43,1.11,-15.63,29.98
5506.85,0.94,-15.42,29.99
5507.43,0.78,-15.2,30
5508.6,0.62,-14.97,30.01
5507.43,0.46,-14.74,30.02
5508.17,0.31,-14.51,30.03
5508.17,0.16,-14.27,30.04
5508.17,0.01,-14.03,30.05
5507.58,-0.14,-13.78,30.06
5508.02,-0.28,-13.53,30.07
5508.31,-0.43,-13.27,30.08
5507.87,-0.56,-13.01,30.09
5508.9,-0.7,-12.75,30.1
5508.31,-0.83,-12.48,30.11
5508.17,-0.97,-12.21,30.12
5509.34,-1.1,-11.93,30.13
5508.9,-1.22,-11.65,30.14
5508.9,-1.35,-11.37,30.15
5508.75,-1.47,-11.08,30.16
5508.75,-1.58,-10.79,30.17
5508.9,-1.69,-10.5,30.18
5508.9,-1.8,-10.2,30.19
5510.07,-1.91,-9.9,30.2
5509.48,-2.01,-9.6,30.21
5510.07,-2.12,-9.3,30.22
5510.36,-2.22,-8.99,30.23
5509.92,-2.31,-8.68,30.24
5510.22,-2.4,-8.37,30.25
5510.22,-2.49,-8.05,30.26
5510.51,-2.57,-7.73,30.27
5509.78,-2.65,-7.42,30.28
5510.36,-2.72,-7.09,30.29
5509.78,-2.8,-6.77,30.3
5510.51,-2.86,-6.44,30.31
5510.07,-2.94,-6.12,30.32
5510.51,-3.01,-5.79,30.33
5510.22,-3.07,-5.46,30.34
5511.09,-3.12,-5.13,30.35
5510.51,-3.18,-4.8,30.36
5510.51,-3.23,-4.47,30.37
5511.24,-3.27,-4.13,30.38
5510.22,-3.31,-3.8,30.39
5510.22,-3.35,-3.47,30.4
5511.24,-3.38,-3.13,30.41
5511.68,-3.43,-2.8,30.42
5511.24,-3.45,-2.46,30.43
5510.65,-3.48,-2.13,30.44
5511.39,-3.5,-1.79,30.45
5511.53,-3.52,-1.46,30.46
5511.09,-3.53,-1.13,30.47
5511.09,-3.54,-0.8,30.48
5510.65,-3.55,-0.47,30.49
5511.24,-3.55,-0.14,30.5
5511.39,-3.55,0.19,30.51
5510.51,-3.55,0.52,30.52
5511.39,-3.54,0.86,30.53
5510.8,-3.53,1.19,30.54
5512.12,-3.52,1.53,30.55
5510.95,-3.5,1.87,30.56
5511.83,-3.47,2.21,30.57
5511.97,-3.45,2.55,30.58
5511.97,-3.42,2.9,30.59
5511.97,-3.38,3.24,30.6
5511.24,-3.35,3.58,30.61
5512.12,-3.31,3.77,30.62
5511.24,-3.27,4.09,30.63
5512.41,-3.22,4.41,30.64
5510.8,-3.17,4.72,30.65
5511.68,-3.12,5.04,30.66
5512.12,-3.06,5.36,30.67
5511.97,-3,5.69,30.68
5511.24,-2.94,6.01,30.69
5511.24,-2.87,6.33,30.7
5512.27,-2.8,6.65,30.71
5511.24,-2.74,6.77,30.72
5511.97,-2.67,7.06,30.73
5511.09,-2.59,7.34,30.74
5511.83,-2.51,7.63,30.75
5512.12,-2.43,7.92,30.76
5512.12,-2.34,8.2,30.77
5512.85,-2.25,8.49,30.78
5512.56,-2.16,8.78,30.79
5512.12,-2.07,9.07,30.8
5512.12,-1.97,9.35,30.81
5512.12,-1.89,9.4,30.82
5512.27,-1.8,9.64,30.83
5511.53,-1.7,9.88,30.84
5511.97,-1.59,10.12,30.85
5511.97,-1.49,10.36,30.86
5512.27,-1.38,10.6,30.87
5511.83,-1.27,10.84,30.88
5512.12,-1.16,11.08,30.89
5511.97,-1.05,11.31,30.9
5511.24,-0.93,11.53,30.91
5511.24,-0.83,11.51,30.92
5513.14,-0.71,11.69,30.93
5511.83,-0.59,11.87,30.94
5512.56,-0.47,12.04,30.95
5511.09,-0.35,12.21,30.96
5511.83,-0.23,12.38,30.97
5512.41,-0.1,12.54,30.98
5511.24,0.02,12.7,30.99
5511.83,0.15,12.85,31
5493.39,0.28,13,31.01
5448.04,0.98,13.23,31.02
5448.04,0.98,13.23,31.02
5333.42,2.3,13.18,31.12
5483.89,3.66,12.16,31.22
5505.24,4.92,10.45,31.32
5508.46,6.04,8.31,31.42
5509.19,6.96,5.96,31.52
5509.78,7.61,3.24,31.62
5510.95,7.96,0.33,31.72
5512.27,8,-2.63,31.82
5510.51,7.73,-5.5,31.92
5513.44,7.14,-8.16,32.02
5513.29,6.26,-10.52,32.12
5513.44,5.14,-12.49,32.22
5512.27,3.84,-13.97,32.32
5511.83,2.35,-14.91,32.42
5512.41,0.73,-15.34,32.52
5513,-0.89,-15.46,32.62
5510.8,-2.49,-15.34,32.72
5506.26,-3.95,-14.9,32.82
5503.77,-5.38,-13.93,32.92
5500.85,-6.88,-12.3,33.02
5500.7,-8.82,-10.19,33.12
5507.58,-9.57,-8.12,33.22
5502.31,-10.1,-6.65,33.32
5503.92,-10.52,-6.1,33.42
5503.63,-10.97,-6.36,33.52
5500.26,-11.62,-7.12,33.62
5497.92,-12.36,-7.97,33.72
5496.75,-13.19,-8.77,33.82
5497.92,-14.07,-9.5,33.92
5494.71,-14.97,-10.19,34.02
5493.24,-16.04,-10.86,34.12
5493.1,-17.14,-11.53,34.22
5493.1,-18.27,-12.16,34.32
5486.52,-19.47,-12.7,34.42
5482.14,-20.77,-13.07,34.52
5487.84,-22.14,-13.18,34.62
5488.71,-23.54,-12.97,34.72
5495.88,-24.87,-12.44,34.82
5481.7,-26.15,-11.62,34.92
5475.28,-27.38,-10.57,35.02
5475.87,-28.46,-9.33,35.12
5471.64,-29.39,-7.94,35.22
5475.28,-30.21,-6.43,35.32
5481.41,-30.88,-4.82,35.42
5468.72,-31.39,-3.12,35.52
5437.72,-31.69,-1.39,35.62
5433.51,-31.82,0.29,35.72
5434.24,-31.82,1.78,35.82
5443.97,-31.55,2.95,35.92
5448.33,-31.16,3.71,36.02
5435.4,-30.71,4.09,36.12
5440.77,-30.25,4.17,36.22
5444.12,-29.81,4.07,36.32
5436.41,-29.42,3.84,36.42
5420.88,-29.05,3.4,36.52
5413.49,-28.63,2.68,36.62
5411.32,-28.26,1.65,36.72
5421.61,-28.01,0.42,36.82
5417.69,-27.99,-0.81,36.92
5411.46,-28.16,-1.86,37.02
5412.04,-28.42,-2.65,37.12
5408.42,-28.72,-3.21,37.22
5405.67,-29.02,-3.59,37.32
5400.32,-29.4,-3.82,37.42
5400.6,-29.82,-3.86,37.52
5405.24,-30.24,-3.64,37.62
5401.91,-30.68,-3.1,37.72
5393.37,-31.05,-2.27,37.82
5405.09,-31.32,-1.23,37.92
5396.7,-31.45,-0.14,38.02
5383.4,-31.47,0.8,38.12
5367.82,-31.32,1.48,38.22
5359.03,-31.05,1.88,38.32
5358.16,-30.82,2.11,38.42
5361.48,-30.64,2.27,38.52
5370.7,-30.47,2.41,38.62
5370.41,-30.25,2.45,38.72
5354.42,-29.9,2.31,38.82
5347.37,-29.58,1.9,38.92
5340.46,-29.38,1.26,39.02
5340.18,-29.25,0.48,39.12
5350.82,-29.19,-0.33,39.22
5353.41,-29.21,-1.07,39.32
5341.47,-29.36,-1.69,39.42
5345.5,-29.6,-2.14,39.52
5360.76,-29.79,-2.37,39.62
5333.14,-30.04,-2.35,39.72
5323.52,-30.41,-2.06,39.82
5314.77,-30.64,-1.5,39.92
5321.22,-30.77,-0.63,40.02
5333.71,-30.92,0.54,40.12
5331.27,-30.93,1.99,40.22
5325.53,-30.8,3.56,40.32
5306.89,-30.43,5.07,40.42
5300.45,-29.86,6.29,40.52
5291.29,-29.1,7.06,40.62
5293.72,-28.3,7.38,40.72
5299.44,-27.52,7.3,40.82
5299.59,-26.75,6.86,40.92
5288.57,-26.04,6.08,41.02
5282.72,-25.38,4.98,41.12
5284,-24.76,3.55,41.22
5282.72,-24.35,1.81,41.32
5275.29,-24.22,-0.21,41.42
5271.3,-24.19,-2.42,41.52
5282.57,-24.29,-4.68,41.62
5277,-24.82,-6.79,41.72
5266.73,-25.6,-8.58,41.82
5273.29,-26.58,-9.94,41.92
5288.15,-27.65,-10.89,42.02
5272.72,-28.76,-11.48,42.12
5281.14,-29.94,-11.75,42.22
5272.87,-31.12,-11.6,42.32
5273.58,-32.41,-10.93,42.42
5266.87,-33.66,-9.7,42.52
5260.6,-34.71,-7.98,42.62
5245.79,-35.57,-5.96,42.72
5243.23,-36.14,-3.81,42.82
5235.84,-36.49,-1.69,42.92
5228.59,-36.66,0.27,43.02
5224.9,-36.63,1.99,43.12
5223.77,-36.36,3.39,43.22
5213.27,-35.9,4.46,43.32
5211.14,-35.41,5.27,43.42
5222.35,-34.9,5.9,43.52
5221.92,-34.29,6.32,43.62
5208.74,-33.66,6.46,43.72
5202.5,-32.95,6.2,43.82
5199.53,-32.15,5.43,43.92
5196.13,-31.49,4.17,44.02
5194.86,-31.12,2.57,44.12
5196.13,-30.76,0.81,44.22
5201.51,-30.7,-0.9,44.32
5186.94,-30.83,-2.42,44.42
5179.17,-31.16,-3.69,44.52
5190.05,-31.59,-4.7,44.62
5180.86,-32.05,-5.43,44.72
5184.82,-32.61,-5.89,44.82
5179.45,-33.27,-6.04,44.92
5177.47,-33.97,-5.86,45.02
5170.84,-34.61,-5.34,45.12
5169.29,-35.17,-4.49,45.22
5163.22,-35.64,-3.38,45.32
5147.86,-36.07,-2.04,45.42
5135.63,-36.3,-0.49,45.52
5135.49,-36.33,1.21,45.62
5145.19,-36.23,3.03,45.72
5163.78,-36.01,4.9,45.82
5167.59,-35.46,6.75,45.92
5134.5,-34.78,8.45,46.02
5118.91,-33.88,9.86,46.12
5129.58,-32.9,10.85,46.22
5110.5,-31.59,11.41,46.32
5101.39,-30.4,11.53,46.42
5101.81,-29.27,11.23,46.52
5109.1,-28.08,10.49,46.62
5124.39,-26.92,9.3,46.72
5109.24,-25.88,7.7,46.82
5096.63,-25.05,5.75,46.92
5093.41,-24.46,3.61,47.02
5096.21,-24.14,1.43,47.12
5097.89,-23.98,-0.65,47.22
5100.41,-24.05,-2.53,47.32
5083.76,-24.37,-4.08,47.42
5087.39,-24.89,-5.3,47.52
5097.33,-25.46,-6.22,47.62
5100.55,-26.14,-6.91,47.72
5089.07,-26.81,-7.42,47.82
5106.15,-27.5,-7.72,47.92
5090.19,-28.39,-7.72,48.02
5089.63,-29.32,-7.37,48.12
5072.44,-30.04,-6.66,48.22
5094.95,-30.72,-5.66,48.32
5064.77,-31.37,-4.5,48.42
5051.8,-31.85,-3.38,48.52
5051.24,-32.14,-2.43,48.62
5061.56,-32.25,-1.73,48.72
5047.48,-32.39,-1.31,48.82
5042.47,-32.51,-1.13,48.92
5032.18,-32.61,-1.12,49.02
5028.98,-32.71,-1.21,49.12
5040.39,-32.8,-1.36,49.22
5040.8,-32.88,-1.55,49.32
5039.27,-33.12,-1.75,49.42
5037.74,-33.33,-1.99,49.52
5042.06,-33.45,-2.29,49.62
5026.76,-33.59,-2.65,49.72
5026.76,-33.94,-2.97,49.82
5029.82,-34.24,-3.15,49.92
5024.4,-34.62,-3.09,50.02
5013.85,-34.96,-2.76,50.12
5015.1,-35.34,-2.16,50.22
5010.1,-35.48,-1.34,50.32
4992.37,-35.71,-0.32,50.42
4991.26,-35.79,0.79,50.52
4988.5,-35.73,1.9,50.62
4987.25,-35.44,2.93,50.72
4983.65,-35.12,3.84,50.82
4980.2,-34.76,4.58,50.92
4974.53,-34.27,5.13,51.02
4965.83,-33.74,5.47,51.12
4965.97,-33.11,5.53,51.22
4969.01,-32.5,5.28,51.32
4961.97,-31.94,4.77,51.42
4966.8,-31.43,4.05,51.52
4973.84,-30.97,3.22,51.62
4968.04,-30.67,2.34,51.72
4945.84,-30.47,1.47,51.82
4943.09,-30.31,0.66,51.92
4945.15,-30.23,-0.03,52.02
4944.33,-30.3,-0.56,52.12
4938.82,-30.38,-0.88,52.22
4940.75,-30.49,-0.99,52.32
4934.69,-30.68,-0.92,52.42
4941.99,-30.75,-0.75,52.52
4931.26,-30.82,-0.54,52.62
4929.74,-30.87,-0.35,52.72
4924.52,-30.92,-0.16,52.82
4913.4,-30.92,0.08,52.92
4922.74,-30.9,0.44,53.02
4913.95,-30.92,0.91,53.12
4909.01,-30.92,1.44,53.22
4904.07,-30.7,1.9,53.32
4902.02,-30.47,2.16,53.42
4900.1,-30.21,2.19,53.52
4898.73,-29.91,2.03,53.62
4897.08,-29.69,1.78,53.72
4886.54,-29.58,1.51,53.82
4889,-29.44,1.23,53.92
4888.59,-29.28,0.89,54.02
4879.29,-29.14,0.48,54.12
4878.2,-29.11,-0.03,54.22
4880.52,-29.09,-0.66,54.32
4876.83,-29.18,-1.4,54.42
4885.72,-29.24,-2.21,54.52
4873,-29.45,-3.07,54.62
4864.53,-29.76,-3.92,54.72
4857.17,-30.24,-4.76,54.82
4858.94,-30.69,-5.56,54.92
4854.03,-31.18,-6.29,55.02
4845.99,-31.85,-6.9,55.12
4842.58,-32.61,-7.31,55.22
4864.53,-33.4,-7.46,55.32
4859.35,-34.17,-7.35,55.42
4847.21,-34.94,-7,55.52
4841.22,-35.67,-6.42,55.62
4833.46,-36.33,-5.58,55.72
4831.42,-36.97,-4.42,55.82
4830.88,-37.46,-2.94,55.92
4827.61,-37.83,-1.16,56.02
4821.22,-37.97,0.87,56.12
4810.5,-37.9,3.09,56.22
4812.67,-37.61,5.39,56.32
4805.07,-37.1,7.68,56.42
4808.46,-36.33,9.83,56.52
4801.68,-35.24,11.74,56.62
4793,-34.01,13.31,56.72
4780.14,-32.65,14.53,56.82
4799.1,-31.11,15.39,56.92
4783.12,-29.55,15.84,57.02
4769.6,-27.87,15.79,57.12
4764.33,-26.25,15.15,57.22
4766.9,-24.53,13.88,57.32
4769.19,-23.03,12.05,57.42
4767.17,-21.8,9.78,57.52
4766.22,-20.76,7.23,57.62
4766.36,-20.06,4.47,57.72
4760.41,-19.59,1.59,57.82
4761.76,-19.35,-1.34,57.92
4755.96,-19.49,-4.21,58.02
4773.92,-20,-6.83,58.12
4767.03,-20.75,-9.07,58.22
4762.98,-21.71,-10.82,58.32
4762.44,-22.92,-12.02,58.42
4757.71,-24.21,-12.68,58.52
4781.36,-25.53,-12.81,58.62
4763.11,-26.9,-12.44,58.72
4751.1,-28.27,-11.59,58.82
4746.39,-29.45,-10.28,58.92
4733.05,-30.52,-8.51,59.02
4744.5,-31.5,-6.37,59.12
4729.69,-32.23,-4.02,59.22
4735.07,-32.6,-1.66,59.32
4722.42,-32.67,0.51,59.42
4717.99,-32.57,2.35,59.52
4723.63,-32.28,3.8,59.62
4710.33,-31.84,4.87,59.72
4711.94,-31.3,5.53,59.82
4715.84,-30.67,5.76,59.92
4699.73,-30.05,5.51,60.02
4687.67,-29.35,4.81,60.12
4699.46,-28.81,3.76,60.22
4692.22,-28.41,2.47,60.32
4687.67,-28.16,1.05,60.42
4690.88,-28.1,-0.41,60.52
4699.46,-28.06,-1.81,60.62
4694.9,-28.27,-3.07,60.72
4688.87,-28.64,-4.05,60.82
4682.45,-29.12,-4.66,60.92
4686.06,-29.72,-4.88,61.02
4676.02,-30.19,-4.73,61.12
4678.03,-30.76,-4.31,61.22
4686.86,-31.16,-3.69,61.32
4681.78,-31.59,-2.92,61.42
4668,-31.91,-2.04,61.52
4660.65,-32.09,-1.13,61.62
4654.91,-32.25,-0.26,61.72
4651.71,-32.21,0.52,61.82
4646.77,-32.11,1.15,61.92
4642.64,-32.03,1.59,62.02
4639.71,-31.82,1.83,62.12
4632.25,-31.55,1.87,62.22
4629.85,-31.35,1.68,62.32
4627.99,-31.19,1.24,62.42
4622.27,-31.02,0.55,62.52
4626.66,-30.86,-0.35,62.62
4628.65,-30.87,-1.4,62.72
4629.32,-31.03,-2.49,62.82
4624.79,-31.32,-3.48,62.92
4618.15,-31.67,-4.29,63.02
4625.46,-32.15,-4.86,63.12
4614.02,-32.7,-5.2,63.22
4620.41,-33.24,-5.29,63.32
4608.98,-33.79,-5.13,63.42
4605.39,-34.35,-4.7,63.52
4597.03,-34.89,-4.05,63.62
4590.27,-35.34,-3.22,63.72
4596.37,-35.64,-2.28,63.82
4579.8,-35.88,-1.29,63.92
4575.3,-36.02,-0.33,64.02
4588.02,-36.02,0.58,64.12
4571.73,-35.95,1.38,64.22
4563.4,-35.84,2.05,64.32
4561.42,-35.53,2.53,64.42
4564.32,-35.29,2.77,64.52
4564.99,-34.96,2.76,64.62
4553.36,-34.63,2.47,64.72
4552.17,-34.3,2,64.82
4547.29,-34.11,1.41,64.92
4547.29,-34.01,0.81,65.02
4544.65,-33.89,0.26,65.12
4534.76,-33.93,-0.22,65.22
4535.55,-33.92,-0.58,65.32
4539.11,-34.03,-0.8,65.42
4540.43,-34.12,-0.8,65.52
4531.86,-34.25,-0.52,65.62
4529.36,-34.39,0.07,65.72
4528.18,-34.41,0.97,65.82
4515.15,-34.37,2.1,65.92
4508.32,-34.19,3.4,66.02
4510.29,-33.84,4.79,66.12
4503.19,-33.36,6.21,66.22
4492.96,-32.76,7.58,66.32
4509.5,-31.99,8.81,66.42
4487.84,-31.06,9.82,66.52
4491.64,-29.99,10.57,66.62
4486.14,-28.92,10.98,66.72
4487.97,-27.76,11.04,66.82
4475.66,-26.62,10.72,66.92
4471.6,-25.44,10.05,67.02
4478.01,-24.36,9.03,67.12
4468.2,-23.46,7.71,67.22
4476.31,-22.64,6.11,67.32
4467.8,-21.99,4.24,67.42
4470.55,-21.48,2.16,67.52
4464.27,-21.27,-0.06,67.62
4457.47,-21.26,-2.27,67.72
4458.26,-21.51,-4.34,67.82
4467.41,-22.01,-6.14,67.92
4466.76,-22.69,-7.57,68.02
4458.26,-23.51,-8.61,68.12
4468.98,-24.43,-9.27,68.22
4461.39,-25.46,-9.56,68.32
4460.22,-26.4,-9.51,68.42
4454.6,-27.43,-9.13,68.52
4452.51,-28.41,-8.44,68.62
